Wall time,Step,Value
1682342576.211612,1114,-189.8800048828125
1682342576.3243856,1115,-202.39999389648438
1682342576.5518587,1117,-190.5
1682342576.6653795,1118,-195.10000610351562
1682342576.890664,1120,-227.3000030517578
1682342577.0064392,1121,-156.0399932861328
1682342577.1266305,1122,-211.9199981689453
1682342577.2455895,1123,-219.9499969482422
1682342577.5987704,1126,-187.99000549316406
1682342577.7104874,1127,-188.33999633789062
1682342577.9407797,1129,-132.4199981689453
1682342578.0512943,1130,-211.5
1682342578.1660423,1131,-144.88999938964844
1682342578.2824576,1132,-192.52999877929688
1682342578.3899374,1133,-225.05999755859375
1682342578.5053134,1134,-151.55999755859375
1682342578.6271715,1135,-175.88999938964844
1682342578.7550254,1136,-194.58999633789062
1682342578.86659,1137,-151.60000610351562
1682342578.9805806,1138,-204.89999389648438
1682342579.3043008,1140,-186.77999877929688
1682342579.5721786,1141,-193.63999938964844
1682342579.8077528,1143,-179.85000610351562
1682342580.198061,1146,-193.5500030517578
1682342580.3484654,1147,-183.1199951171875
1682342580.5928648,1149,-181.11000061035156
1682342580.7139344,1150,-182.02000427246094
1682342580.82617,1151,-180.7899932861328
1682342580.9337742,1152,-190.7899932861328
1682342581.0516417,1153,-153.9499969482422
1682342581.1711428,1154,-159.42999267578125
1682342581.4243672,1156,-198.2100067138672
1682342581.887035,1160,-186.02999877929688
1682342582.0113094,1161,-156.27999877929688
1682342582.2320845,1163,-154.74000549316406
1682342582.470447,1165,-198.33999633789062
1682342582.6988964,1167,-207.41000366210938
1682342582.8228805,1168,-158.4199981689453
1682342583.3844502,1173,-213.4600067138672
1682342583.4971864,1174,-216.27000427246094
1682342583.6061254,1175,-183.9499969482422
1682342583.8252683,1177,-181.36000061035156
1682342583.9376173,1178,-209.47000122070312
1682342584.0425143,1179,-223.00999450683594
1682342584.3667948,1181,-204.8300018310547
1682342584.6030679,1183,-161.75
1682342584.8387778,1185,-171.47999572753906
1682342585.0683413,1187,-190.35000610351562
1682342585.2989647,1189,-200.9199981689453
1682342585.4135435,1190,-200.9199981689453
1682342585.5222447,1191,-203.6199951171875
1682342585.8608902,1194,-160.50999450683594
1682342585.969617,1195,-169.75999450683594
1682342586.105556,1196,-195.0500030517578
1682342586.2998488,1197,-167.9499969482422
1682342586.489671,1198,-169.50999450683594
1682342586.6585016,1199,-152.75999450683594
1682342587.1500218,1202,-189.41000366210938
1682342587.2846878,1203,-158.8300018310547
1682342587.7463875,1206,-185.7899932861328
1682342587.866905,1207,-177.17999267578125
1682342587.978911,1208,-186.1199951171875
1682342588.2162457,1210,-185.19000244140625
1682342588.3358319,1211,-167.7100067138672
1682342588.6721504,1214,-176.0399932861328
1682342588.788351,1215,-169.41000366210938
1682342588.9036717,1216,-175.7100067138672
1682342589.1234882,1218,-197.8800048828125
1682342589.2361782,1219,-178.25999450683594
1682342589.5716493,1222,-202.13999938964844
1682342589.6776724,1223,-207.77999877929688
1682342589.8070076,1224,-195.8300018310547
1682342590.0641553,1226,-165.19000244140625
1682342590.419396,1229,-182.2899932861328
1682342590.531601,1230,-186.80999755859375
1682342590.8707113,1233,-188.6699981689453
1682342590.9823017,1234,-205.33999633789062
1682342591.0963962,1235,-133.94000244140625
1682342591.558635,1239,-178.8800048828125
1682342591.7788866,1241,-176.75999450683594
1682342591.8906312,1242,-180.24000549316406
1682342592.0098312,1243,-180.1699981689453
1682342592.1201935,1244,-169.39999389648438
1682342592.2275817,1245,-182.2899932861328
1682342592.3349469,1246,-204.0399932861328
1682342592.4488132,1247,-186.10000610351562
1682342592.816035,1250,-178.0800018310547
1682342592.9315567,1251,-180.89999389648438
1682342593.046774,1252,-214.3000030517578
1682342593.1639273,1253,-176.4199981689453
1682342593.4072845,1255,-173.82000732421875
1682342593.6898072,1257,-173.86000061035156
1682342593.8052614,1258,-194.4499969482422
1682342594.1444283,1261,-161.44000244140625
1682342594.2588613,1262,-184.9499969482422
1682342594.4921184,1264,-222.39999389648438
1682342594.609104,1265,-181.36000061035156
1682342594.721585,1266,-187.69000244140625
1682342594.9389307,1268,-149.44000244140625
1682342595.056509,1269,-200.77000427246094
1682342595.3944776,1272,-211.0
1682342595.5119085,1273,-184.25999450683594
1682342595.979142,1277,-225.16000366210938
1682342596.0964086,1278,-164.91000366210938
1682342596.211968,1279,-222.1199951171875
1682342596.3200371,1280,-144.9600067138672
1682342596.4375281,1281,-137.3800048828125
1682342596.6663754,1283,-174.82000732421875
1682342596.7772539,1284,-215.44000244140625
1682342597.0011349,1286,-156.57000732421875
1682342597.1138568,1287,-162.11000061035156
1682342597.3475041,1289,-182.0500030517578
1682342597.5782957,1291,-177.66000366210938
1682342597.6972883,1292,-181.4199981689453
1682342597.8137863,1293,-199.27999877929688
1682342597.9282832,1294,-153.50999450683594
1682342598.1487694,1296,-214.74000549316406
1682342598.258305,1297,-162.05999755859375
1682342598.487199,1299,-187.9499969482422
1682342598.5951529,1300,-192.1300048828125
1682342598.8399668,1302,-156.22000122070312
1682342598.9497864,1303,-186.42999267578125
1682342599.173117,1305,-174.0399932861328
1682342599.2859743,1306,-202.38999938964844
1682342599.3955088,1307,-216.0399932861328
1682342599.5086262,1308,-170.6699981689453
1682342599.8417943,1311,-184.47999572753906
1682342600.1674967,1314,-172.3300018310547
1682342600.279483,1315,-213.19000244140625
1682342600.39513,1316,-184.7899932861328
1682342600.975374,1321,-186.57000732421875
1682342601.1931162,1323,-161.0
1682342601.305841,1324,-175.7899932861328
1682342601.4199836,1325,-161.10000610351562
1682342601.5340695,1326,-163.4600067138672
1682342601.64616,1327,-178.9199981689453
1682342601.8655112,1329,-188.49000549316406
1682342602.425043,1334,-206.3300018310547
1682342602.6553156,1336,-170.97000122070312
1682342603.3459074,1342,-173.4499969482422
1682342603.4571373,1343,-191.47000122070312
1682342603.6835318,1345,-176.85000610351562
1682342603.7959588,1346,-206.57000732421875
1682342604.0162733,1348,-142.50999450683594
1682342604.1288574,1349,-211.30999755859375
1682342604.4724016,1352,-197.66000366210938
1682342604.5882933,1353,-192.5800018310547
1682342604.816501,1355,-135.9499969482422
1682342604.9278898,1356,-154.91000366210938
1682342605.0338888,1357,-197.0800018310547
1682342605.145163,1358,-209.02000427246094
1682342605.2607045,1359,-213.25999450683594
1682342605.4945216,1361,-223.02000427246094
1682342605.9666846,1365,-174.32000732421875
1682342606.0758045,1366,-187.94000244140625
1682342606.1893218,1367,-179.1300048828125
1682342606.3068047,1368,-189.3000030517578
1682342606.417005,1369,-233.99000549316406
1682342606.8812356,1373,-169.63999938964844
1682342606.9909658,1374,-201.52999877929688
1682342607.104539,1375,-139.97999572753906
1682342607.2133608,1376,-205.83999633789062
1682342607.332565,1377,-154.17999267578125
1682342607.7841377,1381,-217.4600067138672
1682342607.9046476,1382,-154.55999755859375
1682342608.364045,1386,-179.36000061035156
1682342608.4752753,1387,-191.08999633789062
1682342608.5982518,1388,-209.32000732421875
1682342608.9429202,1391,-154.67999267578125
1682342609.0565112,1392,-222.24000549316406
1682342609.2838,1394,-168.14999389648438
1682342609.3984537,1395,-180.88999938964844
1682342609.6337078,1397,-168.77999877929688
1682342609.7459216,1398,-186.99000549316406
1682342609.9861672,1400,-167.8699951171875
1682342610.1152246,1401,-213.57000732421875
1682342610.4470475,1404,-202.3000030517578
1682342610.560614,1405,-203.83999633789062
1682342610.6738226,1406,-180.64999389648438
1682342610.7894309,1407,-175.6199951171875
1682342611.5863218,1414,-193.89999389648438
1682342611.9531581,1417,-203.1300048828125
1682342612.0695415,1418,-205.7100067138672
1682342612.3823729,1420,-205.80999755859375
1682342612.6189075,1422,-165.08999633789062
1682342612.734145,1423,-171.60000610351562
1682342613.0977063,1426,-176.0500030517578
1682342613.2105432,1427,-181.4600067138672
1682342613.4418879,1429,-195.39999389648438
1682342613.7832732,1432,-195.88999938964844
1682342613.9162753,1433,-198.85000610351562
1682342614.0341957,1434,-175.6699981689453
1682342614.1452022,1435,-211.13999938964844
1682342614.3755548,1437,-159.36000061035156
1682342614.602015,1439,-164.19000244140625
1682342614.7267325,1440,-178.77999877929688
1682342614.8421283,1441,-188.33999633789062
1682342614.9575257,1442,-179.4600067138672
1682342615.293615,1445,-162.0
1682342615.5162807,1447,-159.58999633789062
1682342615.6280417,1448,-177.75999450683594
1682342615.7455838,1449,-152.38999938964844
1682342615.873235,1450,-177.5399932861328
1682342615.9794645,1451,-181.0399932861328
1682342616.0909371,1452,-181.7899932861328
1682342616.2067957,1453,-212.05999755859375
1682342616.438492,1455,-191.05999755859375
1682342616.5511968,1456,-173.39999389648438
1682342616.6679785,1457,-180.64999389648438
1682342616.780382,1458,-211.0
1682342616.9036596,1459,-205.16000366210938
1682342617.0658865,1460,-184.77000427246094
1682342617.1789896,1461,-199.05999755859375
1682342617.2945297,1462,-195.97000122070312
1682342617.4146764,1463,-199.00999450683594
1682342617.5462112,1464,-219.61000061035156
1682342617.666704,1465,-250.1199951171875
1682342618.3910582,1471,-183.22999572753906
1682342618.733688,1474,-154.19000244140625
1682342618.8598387,1475,-213.3800048828125
1682342619.102348,1477,-199.6199951171875
1682342619.216244,1478,-187.30999755859375
1682342619.67091,1482,-167.66000366210938
1682342619.7843628,1483,-195.35000610351562
1682342619.9046547,1484,-168.3699951171875
1682342620.0183244,1485,-214.52999877929688
1682342620.366608,1488,-199.4600067138672
1682342620.482941,1489,-139.63999938964844
1682342620.591999,1490,-181.89999389648438
1682342620.7090132,1491,-181.07000732421875
1682342620.823464,1492,-176.85000610351562
1682342621.05813,1494,-190.10000610351562
1682342621.1794512,1495,-171.72999572753906
1682342621.6386206,1499,-213.64999389648438
1682342621.7508028,1500,-219.25
1682342621.8833678,1501,-202.6199951171875
1682342622.1056128,1503,-198.9600067138672
1682342622.4378974,1506,-210.8300018310547
1682342622.8973954,1510,-174.14999389648438
1682342623.0239346,1511,-202.67999267578125
1682342623.1362948,1512,-158.72999572753906
1682342623.2562282,1513,-159.1199951171875
1682342623.3641644,1514,-187.3800048828125
1682342623.5922396,1516,-233.5800018310547
1682342623.7068267,1517,-193.88999938964844
1682342624.5033238,1524,-196.47999572753906
1682342624.8509665,1527,-175.32000732421875
1682342625.0841677,1529,-179.6199951171875
1682342625.319022,1531,-181.92999267578125
1682342625.6631382,1534,-184.02999877929688
1682342625.7740457,1535,-167.80999755859375
1682342626.1307013,1538,-172.49000549316406
1682342626.2471437,1539,-188.8000030517578
1682342626.3634107,1540,-213.3699951171875
1682342626.4844532,1541,-158.97000122070312
1682342626.5977767,1542,-194.22999572753906
1682342627.0543604,1546,-179.69000244140625
1682342627.2841365,1548,-193.13999938964844
1682342627.4020996,1549,-137.75999450683594
1682342627.5117345,1550,-161.97999572753906
1682342627.7412846,1552,-194.10000610351562
1682342627.858348,1553,-180.63999938964844
1682342627.9938889,1554,-220.1699981689453
1682342628.2248733,1556,-180.77000427246094
1682342628.4494615,1558,-173.9199981689453
1682342628.6772556,1560,-182.82000732421875
1682342628.7904694,1561,-188.5500030517578
1682342629.0188873,1563,-142.0800018310547
1682342629.1307652,1564,-210.86000061035156
1682342629.2386622,1565,-158.38999938964844
1682342629.3506167,1566,-208.6699981689453
1682342629.4602234,1567,-153.6199951171875
1682342629.6975017,1569,-172.00999450683594
1682342629.9359047,1571,-178.6199951171875
1682342630.046149,1572,-189.7899932861328
1682342630.160301,1573,-209.35000610351562
1682342630.2679574,1574,-165.9600067138672
1682342630.3767087,1575,-189.3300018310547
1682342630.6015618,1577,-219.16000366210938
1682342630.8396053,1579,-202.27000427246094
1682342630.9661975,1580,-187.94000244140625
1682342631.0743988,1581,-169.6199951171875
1682342631.1967835,1582,-187.5399932861328
1682342631.3131566,1583,-200.10000610351562
1682342631.655947,1586,-201.86000061035156
1682342632.1414495,1590,-190.5800018310547
1682342632.2559228,1591,-178.66000366210938
1682342632.7112696,1595,-182.3000030517578
1682342632.8363621,1596,-183.3800048828125
1682342632.9519486,1597,-186.36000061035156
1682342633.068375,1598,-165.41000366210938
1682342633.302059,1600,-172.10000610351562
